LS,POINT,MS,TYPE,PT#,DESC,LO FAIL,HI FAIL,LO RANGE,HI RANGE,UNITS
30,67B AC2 O ZAT,7,SP,2,AC02 OPTIMUM ZONE AIR TEMP,-1,410,0,409.5,Deg F
30,67B AC2 O VAL,7,SP,3,AC02 OPTIMUM MINIMUM VALUE,-1,410,0,409.5,Deg F
30,67C AC1 ZAT,8,AI,1,AC01 ZONE AIR TEMP RM102E,32,212,0,409.5,Deg F
30,67C AC1 BYP,8,CI,1,AC01 HEAT/COOL BYPASS,,,,1,Counts
30,67C AC1 CMPSTS,8,DI,0,AC01 COMPRESSOR STATUS,,,OFF,ON,Status
30,67C AC1 SWITCH,8,DI,2,MONITOR EMCS/LOCAL SWITCH,,,LOCAL,EMCS,Status
30,67C AC1 COMPSS,8,DO,0,AC01 COMPRESSOR ENABLE,,,DISABLE,ENABLE,Command
30,67C AC1 FAN SS,8,DO,1,AC01 INDOOR FAN ENABLE,,,DISABLE,ENABLE,Command
30,67C AC1 WARMUP,8,DO,4,AC01 WARMUP FLAG,,,OFF,ON,Command
30,67C AC1 ZSPH,8,SP,0,AC01 ZONE HEATING SETPOINT,32,212,0,409.5,Deg F
30,67C AC1 ZSPC,8,SP,1,AC01 ZONE COOLING SETPOINT,32,212,0,409.5,Deg F
30,67C AC1 O ZAT,8,SP,2,AC01 OPTIMUM ZONE AIR TEMP,-1,410,0,409.5,Deg F
30,67C AC1 O VAL,8,SP,3,AC01 OPTIMUM MINIMUM VALUE,0,4095,0,4095,MINUTES
30,67C AC2 ZAT,9,AI,1,AC02 ZONE AIR TEMP RM102W,32,212,0,409.5,Deg F
30,67C AC2 BYP,9,CI,1,AC02 HEAT/COOL BYPASS,,,,1,Counts
30,67C AC2 CMPSTS,9,DI,0,AC02 COMPRESSOR STATUS,,,OFF,ON,Status
30,67C AC2 SWITCH,9,DI,2,MONITOR EMCS/LOCAL SWITCH,,,LOCAL,EMCS,Status
30,67C AC2 COMPSS,9,DO,0,AC02 COMPRESSOR ENABLE,,,DISABLE,ENABLE,Command
30,67C AC2 FAN SS,9,DO,1,AC02 INDOOR FAN ENABLE,,,DISABLE,ENABLE,Command
30,67C AC2 WARMUP,9,DO,4,AC02 WARMUP FLAG,,,OFF,ON,Command
30,67C AC2 ZSPH,9,SP,0,AC02 ZONE HEATING SETPOINT,32,212,0,409.5,Deg F
30,67C AC2 ZSPC,9,SP,1,AC02 ZONE COOLING SETPOINT,32,212,0,409.5,Deg F
30,67C AC2 O ZAT,9,SP,2,AC02 OPTIMUM ZONE AIR TEMP,-1,410,0,409.5,Deg F
30,67C AC2 O VAL,9,SP,3,AC02 OPTIMUM MINIMUM VALUE,0,4095,0,4095,MINUTES
30,65 GH2 TIMER,32,SP,0,OCC. TIMER FOR GH-2-65,-1,5000,0,4095,MINUTES
30,65A AC01 TIMER,32,SP,1,OCC. TIMER FOR AC01,-1,5000,0,4095,MINUTES
30,65A AC02 TIMER,32,SP,2,OCC. TIMER FOR AC02,-1,5000,0,4095,MINUTES
30,65B AC01 TIMER,32,SP,3,OCC. TIMER FOR AC01,-1,5000,0,4095,MINUTES
30,65B AC02 TIMER,32,SP,4,OCC. TIMER FOR AC02,-1,5000,0,4095,MINUTES
30,67B AC1 TIMER,32,SP,5,OCC. TIMER FOR AC01,-1,5000,0,4095,MINUTES
30,67B AC2 TIMER,32,SP,6,OCC. TIMER FOR AC2,-1,5000,0,4095,MINUTES
30,67C AC1 TIMER,32,SP,7,OCC. TIMER FOR AC1,-1,5000,0,4095,MINUTES
30,67C AC2 TIMER,32,SP,8,OCC. TIMER FOR AC2,-1,5000,0,4095,MINUTES
30,65 GH2 O TMR,32,SP,9,GH-2-65 OPTIMAL MINIMUM TIMER,-1,4096,0,4095,Minutes
30,65A AC02 C TMR,32,SP,13,COMPRESSOR TIMER OFF CYCLE,-1,5000,0,4095,MINUTES
30,65B AC01 C TMR,32,SP,15,COMPRESSOR TIMER OFF CYCLE,-1,5000,0,4095,MINUTES
30,65B AC02 C TMR,33,SP,1,COMPRESSOR TIMER,-1,5000,0,4095,MINUTES
30,67B AC1 C TMR,33,SP,3,COMPRESSOR TIMER OFF CYCLE,-1,5000,0,4095,MINUTES
30,67B AC2 C TMR,33,SP,5,COMPRESSOR TIMER OFF CYCLE,-1,5000,0,4095,MINUTES
30,67C AC1 C TMR,33,SP,7,COMPRESSOR TIMER OFF CYCLE,-1,5000,0,4095,MINUTES
30,67C AC2 C TMR,33,SP,9,COMPRESSOR TIMER OFF CYCLE,-1,5000,0,4095,MINUTES
40,84 R175 SAT,0,AI,0,84 R175 SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R175 ZAT,0,AI,1,84 R175 ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R155A SAT,0,AI,2,84 R155A SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R155A ZAT,0,AI,3,84 R155A ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R175 H/C,0,AO,0,84 R175 3-7#N.O.HWV8-13#N.C.CWV,-1,20,0,15,PSIG
40,84 R155A H/C,0,AO,1,R155A 3-7#N.O HWV 8-13# N.C CWV,-1,20,0,15,PSIG
40,84 R175 BYP,0,CI,1,84 R175 BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 R155A BYP,0,CI,2,84 R155A BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 R165 FZR A,0,DI,0,B84 ROOM 165 FREEZER 'A' ALARM,84 R16,ALARM,ALARM,NORMAL,Status
40,84 LGT1 ON/OFF,0,DO,0,84 FIRST FLOOR LIGHTING ON/OFF,,,OFF,ON,Command
40,84 R175 ZSP,0,SP,1,84 R175 ZONE TEMP. SETPOINT,32,212,0,409.5,Deg F
40,84 CORIDOR ZSP,0,SP,2,CORRIDOR ZSP,32,212,0,409.5,Deg F
40,84 R155A-C ZSP,0,SP,3,RMS.155A+B+C ZONE TEMP. SETPOINT,32,212,0,409.5,Deg F
40,84 R155A-C ZAT,0,SP,4,RMS.155A+B+C AVERAGE ZONE TEMP.,32,212,0,409.5,Deg F
40,84 R155 SAT SP,0,SP,5,RM. 155A-C SUPPLY TEMP. SETPOINT,32,212,0,409.5,Deg F
40,84 R155A-C SAT,0,SP,6,RMS.155A+B+C AVERAGE SUPPLY TEMP,32,212,0,409.5,Deg F
40,84 R155B SAT,1,AI,0,84 R155B SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R155B ZAT,1,AI,1,84 R155B ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R155C SAT,1,AI,2,84 R155C SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R155C ZAT,1,AI,3,84 R155C ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R155B H/C,1,AO,0,R155B 3-7#N.O HWV 8-13#N.C CWV,-1,16,0,15,PSIG
40,84 R155C H/C,1,AO,1,R155C 3-7#N.O HWV 8-13#N.C CWV,-1,16,0,15,PSIG
40,84 R155B BYP,1,CI,0,84 R155B BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 R155C BYP,1,CI,1,84 R155C BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 R161A INCUB,1,DI,0,84 R161A INCUBATOR ALARM,,,ALARM,NORMAL,Status
40,84 R165 SAT,2,AI,0,84 R165 SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R165 ZAT,2,AI,1,84 R165 ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R161 SAT,2,AI,2,84 R161 SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R161 ZAT,2,AI,3,84 R161 ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R165 H/C,2,AO,0,84 R165 3-7#N.O.HWV8-13#N.C.CWV,-1,20,0,15,PSIG
40,84 R161 H/C,2,AO,1,84 R161 3-7#N.O.HWV8-13#N.C.CWV,-1,20,0,15,PSIG
40,84 R165 BYP,2,CI,0,84 R165 BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 R161 BYP,2,CI,1,84 R161 BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 R165 COLDBX,2,DI,2,B84 ROOM 165 COLD BOX ALARM,,,ALARM,NORMAL,Status
40,84 R165 ZSP,2,SP,1,84 R165 ZONE TEMP. SETPOINT,32,212,0,409.5,Deg F
40,84 R161 ZSP,2,SP,3,84 R161 ZONE TEMP. SETPOINT,32,212,0,409.5,Deg F
40,84 R153 SAT,3,AI,0,84 R153+157+159 SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R153 ZAT,3,AI,1,84 R153+157+159 ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R163 SAT,3,AI,2,84 R163 SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R163 ZAT,3,AI,3,84 R163 ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R153 H/C,3,AO,0,84 R153 3-7#N.O.HWV8-13#N.C.CWV,-1,20,0,15,PSIG
40,84 R163 H/C,3,AO,1,84 R163 3-7#N.O.HWV8-13#N.C.CWV,-1,20,0,15,PSIG
40,84 R153 BYP,3,CI,0,84 R153+157+159 BYP PUSHBUTTON,,,,1,Counts
40,84 R163 BYP,3,CI,1,84 R163 BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 R175 N2 ALM,3,DI,2,RM.175 INCUBATOR N2 SUPPLY ALARM,84 R17,N2 AL,ALARM,NORMAL,Status
40,84 R175 FZRALM,3,DI,3,R175 REVCO -80 DEG. FREEZER ALM.,84 R17,FZRAL,ALARM,NORMAL,Status
40,84 R175 ALARM,3,DO,15,USED TO XFER FREEZER/N2 ALARMS,,,ALARM,NORMAL,Command
40,84 R153 ZSP,3,SP,1,84 R153+157+159 ZONE TEMP SETPNT,32,212,0,409.5,Deg F
40,84 R163 ZSP,3,SP,3,84 R163 ZONE TEMP. SETPOINT,32,212,0,409.5,Deg F
40,84 R192A SAT,4,AI,0,84 R192A SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R192A ZAT,4,AI,1,84 H192A ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R171 SAT,4,AI,2,84 R171 SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R171 ZAT,4,AI,3,84 R171 ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R192 HWV,4,AO,0,84 R192 3-7#N.O. HW VALVE,-1,20,0,15,PSIG
40,84 R171 HWV,4,AO,1,84 R171 3-7#N.O. HW VALVE,-1,20,0,15,PSIG
40,84 R192A BYP,4,CI,0,84 R192A BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 R171 BYP,4,CI,1,84 R171 BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 R192A ZSP,4,SP,1,84 R192A ZONE AIR TEMP. SETPNT,32,212,0,409.5,Deg F
40,84 R171 ZSP,4,SP,3,84 R171 ZONE TEMP. SETPOINT,32,212,0,409.5,Deg F
40,84 R192B SAT,5,AI,0,84 R192B SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R192B ZAT,5,AI,1,84 R192B ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R132 SAT,5,AI,2,84 R130+132+134+136 SUPPLY TEMP.,0,409.5,0,409.5,DEG F
40,84 R132 ZAT,5,AI,3,84 R130+132+134+136 ZONE TEMP.,32,212,0,409.5,Deg F
40,84 R192B HWV,5,AO,0,84 R192B 3-7#N.O. HW VALVE,-1,14,0,13,PSIG
40,84 R132 HWV,5,AO,1,84 R132 3-7#N.O. HW VALVE,-1,20,0,15,PSIG
40,84 R192B BYP,5,CI,0,84 R192B BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 R132 BYP,5,CI,1,84 R130+132+134+136 PUSHBUTTON,,,,1,Counts
40,84 R192B ZSP,5,SP,1,84 R192B ZONE AIR TEMP. SETPNT,32,212,0,409.5,Deg F
40,84 R132 ZSP,5,SP,3,84 R130+132+134+136 ZONE SETPNT,32,212,0,409.5,Deg F
40,84 R194 SAT,6,AI,0,84 R194 SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R194 ZAT,6,AI,1,84 R194 ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R138 SAT,6,AI,2,84 R138+140+142 SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R138 ZAT,6,AI,3,84 R138+140+142 ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R194 HWV,6,AO,0,84 R194 3-7#N.O. HW VALVE,-1,15,0,15,PSIG
40,84 R138 HWV,6,AO,1,84 R138 3-7#N.O. HW VALVE,-1,16,0,15,PSIG
40,84 R194 BYP,6,CI,0,84 R194 BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 R138 BYP,6,CI,1,48 R138+140+142 BYP PUSHBUTTON,,,,1,Counts
40,84 R194 ZSP,6,SP,1,84 R194 ZONE AIR TEMP. SETPNT,32,212,0,409.5,Deg F
40,84 R138 ZSP,6,SP,3,84 R138+140+142 ZONE SETPOINT,32,212,0,409.5,Deg F
40,84 R144 SAT,7,AI,0,84 R144 SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R144 ZAT,7,AI,1,84 R144 ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R195 SAT,7,AI,2,84 R195 SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R195 ZAT,7,AI,3,84 R195 ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R144 HWV,7,AO,0,84 R144 3-7#N.O. HW VALVE,-1,20,0,15,PSIG
40,84 R195 HWV,7,AO,1,84 R195 3-7#N.O. HW VALVE,-1,20,0,15,PSIG
40,84 R144 BYP,7,CI,0,84 R144 BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 R195 BYP,7,CI,1,84 R195 BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 R144 ZSP,7,SP,1,84 R144 ZONE TEMP. SETPOINT,32,212,0,409.5,Deg F
40,84 R195 ZSP,7,SP,3,84 R195 ZONE AIR TEMP. SETPNT,32,212,0,409.5,Deg F
40,84 R275 SAT,8,AI,0,84 R275 SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R275 ZAT,8,AI,1,84 R275 ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R255A SAT,8,AI,2,84 R255A SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R255A ZAT,8,AI,3,84 R255A ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R275 H/C,8,AO,0,84 R275 3-7#N.O.HWV8-13#N.C.CWV,-1,14,0,13,PSIG
40,84 R255A H/C,8,AO,1,84 R255A 3-7#N.O.HWV8-13#N.C.CWV,-1,14,0,13,PSIG
40,84 R275 BYP,8,CI,2,84 R275 BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 R255A BYP,8,CI,3,84 R255A BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 LGT2 ON/OFF,8,DO,0,84 SECOND FLOOR LIGHTING ON/OFF,,,OFF,ON,Command
40,84 R275 ZSP,8,SP,1,84 R275 ZONE TEMP. SETPOINT,32,212,0,409.5,Deg F
40,84 R255A-C ZSP,8,SP,3,RMS.255A+B+C ZONE TEMP. SETPOINT,32,212,0,409.5,Deg F
40,84 R255B-C ZAT,8,SP,4,RMS.255B & C AVERAGE ZONE TEMP.,32,212,0,409.5,Deg F
40,84 R255B SAT,9,AI,0,84 R255B SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R255B ZAT,9,AI,1,84 R255B ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R255C SAT,9,AI,2,84 R255C SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R255C ZAT,9,AI,3,84 R255C ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R255B H/C,9,AO,0,84 R255B 3-7#N.O.HWV8-13#N.C.CWV,-1,14,0,13,PSIG
40,84 R255C H/C,9,AO,1,84 R255C 3-7#N.O.HWV8-13#N.C.CWV,-1,14,0,13,PSIG
40,84 R255B BYP,9,CI,0,84 R255B BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 R255C BYP,9,CI,1,84 R255C BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 R265A FZR,9,DI,2,84 R265A WALK-IN FREEZER ALARM,84 R26,A FZR,ALARM,NORMAL,Status
40,84 265/369 XFR,9,DO,15,USED TO XFER WALK-IN ALARM TO 76,,,ALARM,CLEAR,Command
40,84 R265 SAT,10,AI,0,84 R265 SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R265 ZAT,10,AI,1,84 R265 ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R257 SAT,10,AI,2,84 R257 SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R257 ZAT,10,AI,3,84 R257 ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R265 H/C,10,AO,0,84 R265 3-7#N.O.HWV8-13#N.C.CWV,-1,14,0,13,PSIG
40,84 R257 H/C,10,AO,1,84 R257 3-7#N.O.HWV8-13#N.C.CWV,-1,20,0,15,PSIG
40,84 R265 BYP,10,CI,0,84 R265 BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 R257 BYP,10,CI,1,84 R257 BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 R255A FZR 1,10,DI,2,ROOM 255A BAXTER FREEZER ALARM,84 R25,A FZAL,ALARM,NORMAL,Status
40,84 R255A FZR 2,10,DI,3,ROOM 255A REEVCO FREEZER ALARM,84 R25,A FZAL,ALARM,NORMAL,Status
40,84 R265 ZSP,10,SP,1,84 R265 ZONE TEMP. SETPOINT,32,212,0,409.5,Deg F
40,84 R257 ZSP,10,SP,3,84 R257 ZONE TEMP. SETPOINT,32,212,0,409.5,Deg F
40,84 R261 SAT,11,AI,0,84 R261+263 SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R261 ZAT,11,AI,1,84 R261+263 ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R271 SAT,11,AI,2,84 R271 SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R271 ZAT,11,AI,3,84 R271 ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R261 H/C,11,AO,0,84 R261 3-7#N.O.HWV8-13#N.C.CWV,-1,14,0,13,PSIG
40,84 R271 HWV,11,AO,1,84 R271 3-7#N.O. HW VALVE,-1,14,0,13,PSIG
40,84 R261 BYP,11,CI,0,84 R261+263 BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 R271 BYP,11,CI,1,84 R271 BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 R261 ZSP,11,SP,1,84 R261+263 ZONE TEMP. SETPOINT,32,212,0,409.5,Deg F
40,84 R271 ZSP,11,SP,3,84 R271 ZONE TEMP. SETPOINT,32,212,0,409.5,Deg F
40,84 R155 DP,12,AI,0,84 R155 DIFFERENTIAL PRESSURE,-20,20,-15,13.4,'w.c*.01
40,84 R161 DP,12,AI,1,84 R161 DIFFERENTIAL PRESSURE,-20,20,-15,13.4,'w.c*.01
40,84 R175 DP,12,AI,2,84 R175 DIFFERENTIAL PRESSURE,-20,20,-15,13.4,'w.c*.01
40,84 R159 ZAT,12,AI,3,84 R159 ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R255 DP,13,AI,0,84 R255 DIFFERENTIAL PRESSURE,-20,20,-15,13.4,'w.c*.01
40,84 R275 DP,13,AI,1,84 R275 DIFFERENTIAL PRESSURE,-20,20,-15,13.4,'w.c*.01
40,84 R292B SAT,16,AI,0,84 R292B SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R292B ZAT,16,AI,1,84 R292B ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R292A SAT,16,AI,2,84 R292A SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R292A ZAT,16,AI,3,84 R292A ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R292B HWV,16,AO,0,84 R292B 3-7#N.O. HW VALVE,-1,14,0,13,PSIG
40,84 R292A HWV,16,AO,1,84 R292A 3-7#N.O. HW VALVE,-1,14,0,13,PSIG
40,84 R292B BYP,16,CI,0,84 R292B BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 R292A BYP,16,CI,1,84 R292A BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 R292B ZSP,16,SP,1,84 R292B ZONE AIR TEMP. SETPNT,32,212,0,409.5,Deg F
40,84 R292A ZSP,16,SP,3,84 R292A ZONE AIR TEMP. SETPNT,32,212,0,409.5,Deg F
40,84 R230 SAT,17,AI,0,84 R230 SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R230 ZAT,17,AI,1,84 R230 ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R294 SAT,17,AI,2,84 R294 SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R294 ZAT,17,AI,3,84 R294 ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R230 HWV,17,AO,0,84 R230 3-7#N.O. HW VALVE,-1,14,0,13,PSIG
40,84 R294 HWV,17,AO,1,84 R294 3-7#N.O. HW VALVE,-1,14,0,13,PSIG
40,84 R230 BYP,17,CI,0,84 R230 BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 R294 BYP,17,CI,1,84 R294 BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 R230 ZSP,17,SP,1,84 R230 ZONE TEMP. SETPOINT,32,212,0,409.5,Deg F
40,84 R294 ZSP,17,SP,3,84 R294 ZONE AIR TEMP. SETPNT,32,212,0,409.5,Deg F
40,84 R234 SAT,18,AI,0,84 R234+236 SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R234 ZAT,18,AI,1,84 R234+236 ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R238 SAT,18,AI,2,84 R238+240+242 SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R238 ZAT,18,AI,3,84 R238+240+242 ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R234 HWV,18,AO,0,84 R234 3-7#N.O. HW VALVE,-1,14,0,13,PSIG
40,84 R238 HWV,18,AO,1,84 R238 3-7#N.O. HW VALVE,-1,14,0,13,PSIG
40,84 R234 BYP,18,CI,0,84 R234+236 BYPASS PUSHBUTTON,,,,1,Counts
40,84 R238 BYP,18,CI,1,84 R238+240+242 BYPASS PUSHBUTTN,,,,1,Counts
40,84 R234 ZSP,18,SP,1,84 R234+236 ZONE TEMP. SETPOINT,32,212,0,409.5,Deg F
40,84 R238 ZSP,18,SP,3,84 R238+240+242 ZONE TEMP SETPNT,32,212,0,409.5,Deg F
40,84 R244 SAT,19,AI,0,84 R244 SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R244 ZAT,19,AI,1,84 R244 ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R295 SAT,19,AI,2,84 R295 SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R295 ZAT,19,AI,3,84 R295 ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R244 HWV,19,AO,0,84 R244 3-7#N.O. HW VALVE,-1,14,0,13,PSIG
40,84 R295 HWV,19,AO,1,84 R295 3-7#N.O. HW VALVE,-1,14,0,13,PSIG
40,84 R244 BYP,19,CI,0,84 R244 BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 R295 BYP,19,CI,1,84 R295 BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 R244 ZSP,19,SP,1,84 R244 ZONE TEMP. SETPOINT,32,212,0,409.5,Deg F
40,84 R295 ZSP,19,SP,3,84 R295 ZONE AIR TEMP. SETPNT,32,212,0,409.5,Deg F
40,84 R375 SAT,20,AI,0,84 R375 SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R375 ZAT,20,AI,1,84 R375 ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R355A SAT,20,AI,2,84 R355A SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R355A ZAT,20,AI,3,84 R355A ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R375 H/C,20,AO,0,84 R375 3-7#N.O.HWV8-13#N.C.CWV,-1,20,0,15,PSIG
40,84 R355A-C H/C,20,AO,1,R355A+B+C 3-7#NO HWV 8-13#NC CWV,-1,20,0,15,PSIG
40,84 R375 BYP,20,CI,2,84 R375 BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 R355A BYP,20,CI,3,84 R355A BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 LGT3 ON/OFF,20,DO,0,84 THIRD FLOOR LIGHTING ON/OFF,,,OFF,ON,Command
40,84 R375 ZSP,20,SP,1,84 R375 ZONE TEMP. SETPOINT,32,212,0,409.5,Deg F
40,84 R355A-C ZSP,20,SP,3,RMS.355A+B+C ZONE TEMP. SETPOINT,32,212,0,409.5,Deg F
40,84 R355A-C ZAT,20,SP,4,RMS.355A+B+C AVERAGE ZONE TEMP.,32,212,0,409.5,Deg F
40,84 R355B SAT,21,AI,0,84 R355B SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R355B ZAT,21,AI,1,84 R355B ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R355C SAT,21,AI,2,84 R355C SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R355C ZAT,21,AI,3,84 R355C ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R371 CWV,21,AO,0,SERVER RM. CHW VALVE 8-13# N.C.,-1,16,0,15,PSIG
40,84 HHW BYP VLV,21,AO,2,84 HHW Byp Vlv in Rm 335 (temp),0,100,0,100,% OPEN
40,84 R355B BYP,21,CI,0,84 R355B BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 R355C BYP,21,CI,1,84 R355C BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 OAT -HHW,21,SP,15,OAT from LS:41 for HHW Bypass,0,212,0,409.5,Deg F
40,84 R369 SAT,22,AI,0,84 R369 SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R369 ZAT,22,AI,1,84 R369 ZONE AIR TEMP.,32,212,0,409.5,Deg F
40,84 R361A SAT,22,AI,2,84 R361A SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
40,84 R361A ZAT,22,AI,3,84 R361A POOR ZAT LOCATION !!!,32,212,0,409.5,Deg F
40,84 R369 H/C,22,AO,0,84 R369 3-7#N.O.HWV8-13#N.C.CWV,-1,20,0,15,PSIG
40,84 R361A H/C,22,AO,1,84 R361A 3-7#N.O.HWV8-13#N.C.CWV,-1,20,0,15,PSIG
40,84 R369 BYP,22,CI,0,84 R369 BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 R361A BYP,22,CI,1,84 R361A BYPASS PUSHBUTTON,,,NORMAL,1,Counts
40,84 R369A FZR,22,DI,2,84 R369A WALK-IN FREEZER ALARM,84 R36,A FZR,ALARM,NORMAL,Status
40,84 R369 ZSP,22,SP,1,84 R369 ZONE TEMP. SETPOINT,32,212,0,409.5,Deg F
40,84 R361A ZSP,22,SP,3,84 R361A ZONE TEMP. SETPOINT,32,212,0,409.5,Deg F
40,84 R359 SAT,23,AI,0,84 R353+359+363 SUPPLY AIR TEMP.,0,409.5,0,409.5,DEG F
